Cod_setor;Situacao_setor;V062;V063;V064;V065;V066;V067;V068;V081;V082;V083;V084;V085;V086;V087
230970635000002;1;25;35;37;25;11;7;17;17;28;33;17;7;11;7
230970635000003;1;14;38;32;29;7;27;6;8;21;19;15;7;5;2
230970635000004;1;18;37;42;28;12;9;12;17;28;17;19;8;7;9
230970635000005;1;8;23;22;13;8;17;15;11;17;18;18;6;5;2
230970635000006;5;41;43;40;29;19;7;20;16;24;22;24;7;14;9
230970635000007;5;13;9;26;10;7;5;9;19;32;36;23;19;12;4
230970635000008;5;30;34;28;25;21;15;18;4;10;11;13;2;1;3
230970635000009;8;22;59;98;43;16;14;14;8;18;21;6;5;4;0
230970635000010;8;33;27;42;37;21;42;16;15;15;23;17;13;22;1
230970635000011;1;10;11;19;15;10;4;16;15;15;20;8;10;5;4
230970635000012;1;6;24;40;19;8;29;14;4;11;31;11;6;1;7
230970635000013;1;14;14;26;14;9;8;7;21;32;19;8;17;5;2
230970635000014;1;25;23;24;23;13;10;11;20;29;34;15;13;8;4
230970650000001;1;19;7;16;11;5;4;12;17;27;26;17;7;8;2
230970650000002;1;27;27;18;28;3;24;14;29;41;30;20;7;5;8
230970650000003;1;32;22;32;8;8;9;11;60;63;62;23;23;10;2
230970650000004;1;15;28;38;22;12;20;7;11;24;11;6;3;3;6
230970650000005;1;27;50;36;20;10;6;10;26;23;15;11;5;4;9
230970650000006;1;20;49;49;31;19;6;7;28;31;33;13;10;5;4
230970650000007;1;17;28;43;20;25;7;5;14;18;10;3;3;1;5
230970650000008;1;22;27;42;22;3;6;10;18;17;18;16;4;4;11
230970650000009;1;14;38;35;15;11;5;7;25;23;19;20;9;7;3
230970650000010;1;25;41;20;19;6;8;0;10;26;8;9;4;5;3
230970650000011;1;15;53;42;25;20;15;3;17;23;26;23;11;10;1
230970650000012;1;16;27;30;20;9;7;5;20;17;20;8;7;5;2
230970650000013;1;7;14;26;4;4;19;8;23;47;20;12;10;12;3
230970650000014;1;11;34;26;19;11;4;6;16;16;23;18;3;3;4
230970650000015;1;15;15;28;13;5;5;2;20;19;30;13;6;5;2
230970650000016;1;21;34;41;34;11;7;6;22;27;19;24;5;8;9
230970650000017;1;28;31;33;27;6;2;9;24;36;45;19;10;3;13
230970650000018;1;13;19;18;19;3;7;6;22;35;17;19;9;6;4
230970650000019;1;11;24;18;10;3;2;4;27;31;23;20;10;5;1
230970650000020;1;26;30;32;17;3;7;7;22;26;27;22;5;4;1
230970650000021;1;11;28;27;16;3;5;6;21;26;32;31;17;6;3
230970650000022;1;22;39;39;21;12;12;3;23;35;32;15;6;2;5
230970650000023;1;20;24;31;16;6;12;11;12;21;15;8;3;2;3
230970650000024;1;31;25;38;23;5;7;8;25;15;11;9;2;6;8
230970650000025;1;26;34;41;27;17;4;3;14;15;18;5;5;4;4
230970650000026;1;20;35;32;14;10;4;13;16;18;16;8;1;5;8
230970650000027;1;18;42;35;23;5;9;3;18;25;18;16;5;3;2
230970650000028;1;16;31;29;15;3;2;5;19;14;22;7;6;8;6
230970650000029;1;17;25;29;12;7;8;10;31;48;44;15;17;9;9
230970650000030;1;14;30;30;12;7;8;6;21;28;17;12;5;4;4
230970650000031;1;5;11;15;7;1;2;1;2;7;10;2;1;1;2
230970650000032;1;27;61;40;28;18;11;4;38;38;33;18;18;1;2
230980505000001;1;19;30;21;10;11;8;6;16;18;12;4;1;4;11
230980505000002;2;11;31;28;13;4;6;6;23;28;26;18;10;12;5
230980505000003;1;19;37;30;23;9;8;10;23;19;18;5;5;7;4
230980505000004;8;15;24;25;20;12;6;7;8;10;9;6;3;5;4
230980505000005;8;7;12;15;9;5;3;5;1;5;3;2;1;3;1
230980505000006;8;8;3;3;1;4;4;8;0;0;3;0;0;0;0
230980505000007;2;12;21;21;15;12;14;15;21;20;27;20;11;12;7
230980505000008;1;18;29;36;23;9;8;5;21;22;29;16;8;17;10
230980505000009;8;12;18;23;17;7;11;10;4;6;5;4;2;4;1
230980510000001;1;5;3;3;5;0;4;4;6;3;2;1;0;1;0
230980510000002;8;6;14;11;7;2;5;5;3;2;2;2;0;0;3
230980510000003;8;26;49;45;24;15;9;17;18;18;22;8;8;4;8
230980510000004;8;14;14;9;10;2;5;9;3;8;5;2;1;2;2
230980510000005;8;31;37;33;23;7;10;13;11;12;13;4;3;4;8
230980510000006;8;8;12;10;7;4;6;6;4;1;2;0;1;1;1
230980510000007;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230980510000008;8;1;2;4;2;1;2;7;1;1;0;0;0;2;0
230980510000009;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
230980515000001;1;1;3;4;3;0;1;1;0;1;1;1;1;0;1
230980515000002;8;27;38;27;21;12;15;14;7;13;8;3;2;3;5
230980515000003;8;22;18;23;18;11;7;12;9;7;10;5;2;2;5
230980515000004;4;5;11;1;5;1;1;5;2;2;2;1;1;1;0
230980520000001;1;6;13;11;2;8;6;6;5;6;6;5;1;1;0
230980520000002;8;5;10;12;10;6;8;4;2;2;8;6;3;2;3
230980520000003;8;5;10;8;7;5;3;8;8;6;6;4;2;1;3
230980520000004;8;6;7;5;5;0;9;3;1;0;0;0;0;0;0
230980520000005;8;21;19;11;13;8;9;15;4;5;8;4;0;1;6
230980520000006;8;1;4;4;2;1;1;2;1;0;0;0;1;1;0
230990405000001;1;33;44;50;28;8;1;17;28;20;8;8;4;2;24
230990405000002;1;29;48;30;14;8;2;10;28;21;17;4;1;1;24
230990405000003;1;25;34;29;25;12;12;18;23;23;16;10;14;9;14
230990405000004;1;28;58;34;18;7;6;7;23;23;11;4;2;1;23
230990405000005;8;23;57;36;25;13;14;11;13;9;10;3;1;1;9
230990405000006;8;13;18;7;6;5;3;2;3;1;4;0;0;0;2
230990405000007;8;28;42;43;25;9;15;10;9;13;14;11;0;2;12
230990405000008;8;5;25;14;9;6;6;2;10;6;6;3;1;1;2
230990405000009;1;9;16;7;11;4;7;9;11;15;8;3;4;2;4
231000105000001;1;35;49;32;22;12;5;12;26;20;13;12;6;5;15
231000105000002;1;10;24;15;9;2;3;8;18;27;19;5;0;2;6
231000105000003;1;7;14;15;5;3;2;6;7;13;9;5;1;4;9
231000105000004;8;18;20;30;21;9;5;4;9;4;7;1;1;1;3
231000105000005;8;20;20;17;7;5;2;10;9;9;7;1;3;1;6
231000105000006;8;28;31;28;18;9;4;14;16;10;8;5;6;1;6
231000105000007;8;14;21;18;9;8;3;7;5;3;7;3;0;2;2
231000105000008;1;16;21;32;14;5;1;5;25;18;6;6;4;3;9
231000105000009;1;18;15;23;16;2;7;16;14;10;6;2;2;0;9
231000105000010;1;23;35;19;9;7;5;9;10;14;13;12;6;6;18
231000105000011;1;21;23;21;11;3;3;10;19;18;18;2;3;8;5
231000105000012;8;28;51;44;19;13;15;31;9;22;15;12;4;6;6
231000105000013;8;15;21;17;16;3;5;10;3;3;2;4;1;0;4
231000105000014;8;35;34;36;26;10;16;21;14;9;7;6;1;6;8
231000110000001;1;30;38;30;10;8;3;16;25;15;12;3;0;1;13
231000110000002;8;13;15;11;11;2;3;12;6;11;3;2;2;0;4
231010005000001;1;25;20;29;18;10;14;15;23;22;14;7;5;4;12
231010005000002;1;9;8;17;12;7;10;5;9;6;13;7;5;4;2
231010005000003;1;12;6;22;12;9;4;10;9;12;8;2;3;7;5
231010005000004;1;13;12;7;6;7;6;10;24;20;18;14;9;6;5
231010005000005;1;16;19;22;10;3;4;5;17;8;6;5;3;4;3
231010005000006;1;19;29;32;18;7;12;10;6;19;11;7;5;5;9
231010005000007;8;19;20;12;19;9;8;10;6;12;5;4;5;4;5
231010005000008;8;17;28;30;14;5;14;11;5;8;13;8;3;4;14
231010005000009;8;23;42;28;38;27;36;14;8;10;8;6;7;7;5
231010005000010;8;21;26;16;20;15;15;12;15;15;18;3;1;8;11
231010005000011;8;15;23;21;15;17;13;10;11;9;11;6;4;5;0
231010005000012;8;7;14;11;8;3;5;16;13;11;9;10;1;1;4
231010005000013;8;12;27;12;18;14;14;13;5;3;1;4;6;6;4
231010005000014;1;19;29;38;24;17;17;21;20;15;15;4;7;19;11
231010005000015;8;15;22;16;6;7;7;12;7;6;8;7;0;1;1
231010005000016;8;29;48;30;22;16;14;21;17;23;13;10;3;8;9
231010010000001;1;6;9;7;4;4;4;3;1;2;2;2;0;1;1
231010010000002;8;6;12;9;5;5;6;6;6;3;1;1;0;0;1
231010010000003;8;7;16;16;8;6;0;7;1;3;1;0;0;0;0
231010015000001;1;4;6;3;6;0;2;3;4;8;14;10;1;0;1
231010015000002;8;12;18;19;10;5;9;9;4;9;5;4;2;5;0
231020905000001;1;12;8;11;11;0;3;9;16;12;8;6;2;7;10
231020905000002;1;6;11;13;6;2;1;9;4;7;6;3;1;3;7
231020905000003;1;23;28;29;7;11;5;10;11;18;11;9;0;0;6
231020905000004;1;13;19;19;12;0;1;8;14;17;10;7;1;3;6
231020905000005;1;34;59;47;20;18;10;19;34;59;40;26;10;9;12
231020905000006;2;9;8;16;4;4;5;3;11;18;21;7;5;4;2
231020905000007;1;3;2;2;1;3;0;5;1;2;1;1;0;2;0
231020905000008;1;19;34;28;18;5;4;10;10;18;7;6;5;1;3
231020905000009;1;46;60;58;36;15;15;41;42;39;44;23;13;15;10
231020905000010;1;21;30;30;14;9;4;10;12;23;14;9;5;6;6
231020905000011;1;7;8;18;7;2;1;12;14;29;30;21;17;15;6
231020905000012;1;3;14;11;8;4;3;3;3;7;3;11;3;2;1
231020905000013;1;11;29;20;18;7;9;13;11;11;17;16;6;6;4
231020905000014;1;18;15;17;12;3;3;10;10;14;6;8;2;3;4
231020905000015;1;19;13;20;3;3;4;9;26;18;18;8;2;3;9
231020905000016;8;45;45;47;27;16;16;19;12;26;17;16;11;8;10
231020905000017;8;13;14;11;10;6;4;10;6;4;5;4;3;1;1
231020905000018;8;1;5;5;0;3;0;12;7;12;7;8;1;6;0
231020905000019;5;11;10;11;1;1;1;3;9;4;11;2;4;0;4
231020905000020;8;6;12;12;6;0;1;5;12;8;11;9;1;5;0
231020905000021;8;20;26;45;13;7;10;9;8;12;11;5;7;7;7
231020905000022;8;23;29;20;20;9;3;9;13;17;24;7;7;5;7
231020905000023;8;11;5;6;7;3;2;1;10;13;20;7;6;9;1
231020905000024;8;8;16;17;7;3;7;8;3;0;4;1;3;1;2
231020905000025;8;0;1;0;1;0;0;1;1;0;0;0;0;1;0
231020905000026;1;16;25;14;9;2;2;6;15;5;15;4;5;0;8
231020905000027;1;10;17;8;3;2;3;7;20;23;14;10;9;6;6
231020905000028;1;14;24;13;6;1;0;9;4;4;5;4;1;4;4
231020905000029;1;11;14;17;9;5;2;6;12;13;14;7;4;3;6
231020905000030;2;7;15;8;7;6;0;6;8;5;7;4;6;3;3
231020905000031;1;9;22;24;5;6;1;3;4;3;8;7;2;2;1
231020905000032;1;5;17;14;3;5;1;3;2;5;2;3;2;3;4
231020905000033;1;3;1;2;2;0;0;5;1;2;6;2;0;4;2
231020905000034;2;5;5;4;4;1;1;8;15;16;22;8;6;6;3
231020905000035;1;20;33;25;26;10;4;18;15;16;19;10;8;6;7
231020905000036;1;39;58;45;19;8;11;19;14;28;17;7;7;5;15
231020905000037;1;4;9;12;5;1;9;3;5;4;3;0;1;3;4
231020905000038;1;10;5;10;7;3;2;3;6;7;12;6;0;3;0
231020905000039;1;6;15;3;4;0;3;2;6;13;10;12;4;3;2
231020905000040;1;7;13;16;6;10;2;5;12;11;9;5;7;4;1
231020905000041;1;18;17;30;10;3;3;7;23;12;4;10;3;2;20
231020905000042;8;19;35;27;21;9;11;14;7;12;10;8;2;5;2
231020905000043;8;2;5;1;2;2;0;2;2;3;3;6;1;1;5
231020905000045;1;20;38;27;15;3;8;11;10;14;15;8;4;4;7
231020905000046;1;14;23;34;23;10;3;7;20;17;15;9;7;2;8
231020905000047;1;16;28;26;17;4;4;20;9;16;10;10;4;7;3
231020905000048;1;23;43;40;24;8;5;20;27;19;14;14;4;7;7
231020905000049;1;18;22;19;7;10;7;9;10;10;8;8;10;3;1
231020910000001;1;7;20;8;9;10;3;6;10;8;12;6;2;4;3
231020910000002;8;10;15;4;6;3;5;6;4;4;3;2;3;4;2
231020910000003;8;8;20;24;8;3;5;13;11;15;12;10;3;4;1
231020910000004;8;10;18;25;7;10;5;11;6;11;9;8;5;3;6
231020910000005;8;19;32;41;30;17;17;17;4;12;15;8;1;3;8
231020910000008;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231020910000009;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231020920000001;1;1;9;2;1;2;1;2;1;2;1;1;0;0;2
231020920000002;8;33;51;40;27;10;14;27;9;12;6;11;2;6;6
231020920000003;8;24;29;21;7;4;11;21;19;35;31;20;8;17;6
231020920000004;5;7;9;5;4;1;3;6;6;27;15;16;9;12;4
231020920000005;8;29;30;39;17;7;4;16;15;16;7;5;5;2;3
231020920000006;8;3;0;1;3;0;1;2;1;1;0;1;2;0;0
231020920000007;8;2;7;5;2;1;1;4;1;2;5;2;2;1;0
231020920000008;1;24;39;26;15;13;4;15;24;19;17;8;3;10;7
231020920000009;8;11;23;7;9;4;2;3;8;12;5;5;2;2;0
231025805000001;1;16;27;16;11;4;8;8;25;15;13;11;5;3;8
231025805000002;1;17;53;37;24;7;6;21;21;24;19;14;2;4;9
231025805000003;1;26;39;55;22;7;2;13;34;27;23;9;3;8;15
231025805000004;1;15;17;15;6;7;7;14;24;42;28;13;14;13;8
231025805000005;1;15;14;18;9;2;2;16;16;20;25;14;4;4;11
231025805000006;1;18;25;23;10;3;6;20;19;29;31;10;3;4;16
231025805000007;1;14;26;14;13;2;3;10;14;15;15;11;10;5;5
231025805000008;1;30;58;40;21;9;27;20;26;36;45;14;11;10;4
231025805000009;1;11;20;19;15;6;3;9;9;16;5;4;3;3;4
231025805000010;8;34;63;44;31;23;20;28;11;12;27;11;9;9;7
231025805000011;8;21;44;37;28;7;10;14;4;13;5;5;5;2;5
231025805000012;8;43;88;81;32;22;25;37;17;23;23;10;7;8;8
231025805000013;8;30;45;26;26;19;23;21;21;20;14;9;7;4;2
231025805000014;8;27;36;43;22;11;14;8;4;7;9;6;3;4;5
231025805000015;5;7;10;8;9;3;2;3;7;2;3;2;0;1;3
231025805000016;5;28;34;26;24;8;11;12;11;9;12;4;1;4;3
231025805000017;5;7;11;13;3;1;2;7;17;25;26;15;12;11;1
231025805000018;5;22;20;33;23;14;7;30;13;25;44;11;6;17;3
231025805000019;5;15;41;38;19;9;8;7;7;14;9;11;6;7;2
231025805000020;5;5;15;8;9;3;5;6;3;3;3;3;1;3;3
231025805000021;1;10;11;7;4;2;2;9;20;25;27;3;5;1;13
231025805000022;1;13;24;27;1;2;3;12;16;17;10;10;5;3;5
231025805000023;1;7;10;11;3;1;2;3;20;38;33;11;10;4;7
231025805000024;1;16;36;36;13;6;9;12;18;11;10;5;3;3;6
231025805000025;1;6;12;13;6;6;2;7;7;12;7;8;4;2;4
231025805000026;1;20;37;25;12;10;3;6;12;10;12;0;3;3;7
231025805000027;8;6;8;8;7;3;6;7;1;3;0;1;1;1;0
231025805000028;8;31;35;41;18;8;11;7;2;13;5;3;2;4;4
231025805000029;8;10;15;20;11;3;9;10;7;3;6;5;3;3;6
231025805000030;8;2;3;0;1;1;2;3;2;0;0;0;1;0;0
231025805000031;8;10;28;26;11;4;5;5;4;8;5;6;1;1;4
231025805000032;5;16;46;51;22;9;8;7;15;16;9;2;2;2;5
231025805000033;5;23;16;12;13;5;5;50;45;58;64;47;19;19;11
231025810000001;1;26;44;33;13;12;5;12;18;27;18;11;6;5;9
231025810000002;8;31;55;41;26;11;18;18;9;24;13;13;6;6;8
231025810000003;8;14;19;19;18;8;9;14;3;4;4;1;0;1;2
231025815000001;1;24;42;37;20;11;8;22;23;39;31;12;4;7;11
231025815000002;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231025815000003;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231025815000004;8;19;39;20;18;14;9;20;30;21;30;16;12;10;6
231025820000001;1;18;19;24;12;6;6;5;10;14;6;5;5;2;6
231025820000002;8;21;35;33;21;13;21;24;18;19;14;4;10;5;10
231025820000003;1;23;34;25;16;9;16;17;22;27;35;18;18;18;5
231030805000001;1;23;25;23;15;5;3;11;44;26;17;5;0;1;26
231030805000002;1;15;26;15;11;3;1;9;18;13;14;1;2;1;13
231030805000003;1;18;17;22;13;1;3;10;35;44;36;19;7;2;19
231030805000004;1;21;35;18;12;4;4;15;18;19;9;3;4;1;13
231030805000005;1;24;27;21;10;6;0;7;18;17;10;4;2;2;15
231030805000006;1;34;51;38;25;18;8;5;29;22;7;7;2;1;16
231030805000007;1;42;39;36;7;5;5;5;17;22;7;10;3;4;10
231030805000008;1;54;62;57;28;13;4;9;47;35;29;21;7;7;22
231030805000009;1;35;69;74;36;19;6;14;25;25;25;8;6;5;21
231030805000010;1;29;38;31;14;5;4;10;29;22;26;5;5;7;25
231030805000011;1;28;45;40;21;3;9;13;24;32;31;16;9;12;11
231030805000012;1;8;12;19;6;5;6;6;8;7;7;3;2;3;5
231030805000013;8;13;10;10;3;3;4;14;35;53;51;31;13;15;11
231030805000014;5;7;30;25;11;5;3;8;19;10;11;3;0;3;9
231030805000015;8;20;35;19;20;11;6;12;9;9;3;2;0;1;5
231030805000016;8;16;6;12;10;3;4;1;3;3;2;1;0;0;2
231030805000017;8;23;38;26;18;4;4;6;11;10;3;3;0;1;10
231030805000018;8;17;20;38;21;19;9;5;15;12;6;9;3;5;7
231030805000019;5;13;13;16;10;4;7;8;6;9;3;2;3;3;6
231030805000020;8;15;32;21;18;4;8;6;4;4;7;3;0;1;3
231030805000021;5;16;10;8;0;2;2;3;5;0;1;0;0;1;3
231030805000022;8;11;14;13;15;7;14;5;1;6;6;6;2;2;3
231030805000023;8;24;16;14;15;6;4;10;29;26;26;12;8;4;2
231030805000024;8;8;13;9;7;1;0;3;1;8;2;2;0;1;1
231030805000025;8;4;13;12;9;2;1;3;0;1;1;1;1;0;0
231030805000026;8;5;17;17;12;8;4;1;8;0;4;3;0;0;0
231030805000027;1;9;14;19;4;2;1;8;39;21;18;10;3;5;12
231030805000028;1;19;31;17;3;5;2;2;20;13;6;3;3;2;8
231030805000029;1;31;30;27;17;4;5;2;10;9;9;6;2;2;8
231030805000030;1;55;50;41;29;11;4;8;41;33;26;9;1;3;16
231030810000001;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231030810000002;8;7;12;9;6;2;3;3;5;15;11;7;1;2;2
231030810000003;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231030810000004;8;12;19;20;20;8;11;3;1;2;4;4;3;5;4
231030810000005;8;10;23;24;16;7;5;7;6;1;1;1;1;0;1
231030810000006;8;11;31;22;10;10;13;4;8;3;5;1;2;4;6
231030810000007;8;3;14;11;9;2;14;5;5;10;5;5;1;1;2
231030810000008;8;6;5;9;5;2;1;1;2;5;4;0;0;1;1
231030810000009;8;2;4;3;7;1;4;0;3;0;1;1;0;0;2
231030810000010;8;33;50;40;29;15;18;10;23;16;15;4;2;4;11
231030812000001;1;14;15;13;13;3;4;6;10;2;1;6;0;1;7
231030812000002;8;20;32;19;15;7;2;9;9;5;9;1;0;0;10
231030812000003;8;15;23;25;19;5;8;9;12;5;5;5;1;2;4
231030812000004;5;7;17;4;5;4;3;1;1;1;1;3;1;1;7
231030814000001;1;12;12;10;6;2;3;3;6;1;2;6;0;0;4
231030814000002;8;13;17;12;14;4;6;3;7;5;7;1;0;2;3
231030814000003;8;18;18;30;14;12;5;7;5;3;1;0;0;2;5
231030814000004;8;17;18;14;16;6;7;8;8;6;3;5;3;2;1
231030814000005;8;0;3;0;1;0;1;0;0;0;2;0;0;0;0
231030815000001;1;21;32;23;10;4;8;6;18;11;10;5;2;0;14
231030815000002;8;7;6;8;4;4;1;0;6;5;8;4;4;1;1
231030815000003;8;9;10;16;7;6;2;2;2;3;1;1;0;3;2
231030815000004;8;4;4;2;2;0;2;2;1;0;0;0;0;0;0
231030815000005;8;10;5;10;6;3;1;1;4;2;0;1;0;0;0
231030815000006;8;14;31;18;11;7;8;3;4;3;1;0;0;1;2
231030815000007;8;5;10;14;9;2;3;2;1;0;1;1;1;1;0
231030815000008;1;23;43;23;11;8;6;6;25;16;11;3;4;2;10
231030820000001;1;10;24;13;5;6;0;4;10;5;3;3;0;0;2
231030820000002;8;39;43;47;25;9;8;11;10;15;10;3;0;1;7
231030820000003;8;10;16;17;18;3;3;2;6;0;1;2;1;0;2
231030820000004;5;13;24;20;9;0;6;6;22;17;13;5;6;3;10
231030820000005;8;30;41;37;23;4;10;14;14;12;7;3;4;1;12
231030820000006;8;13;20;11;5;5;3;3;1;0;1;0;0;0;3
231030830000001;1;4;5;6;10;2;0;6;4;7;6;5;0;0;1
231030830000002;8;11;15;10;6;7;5;7;1;1;3;2;0;2;1
231030830000003;8;20;30;19;20;7;8;14;27;32;36;23;11;10;8
231030830000004;8;1;1;1;0;0;0;0;0;0;0;0;0;2;0
231040705000001;1;12;18;11;3;3;1;7;30;37;28;16;10;7;14
231040705000002;1;24;24;23;12;5;8;10;19;14;8;7;3;3;7
231040705000003;1;34;59;33;25;18;17;13;20;21;20;12;8;7;8
231040705000004;1;14;18;15;12;1;2;2;7;10;11;4;4;0;9
231040705000005;1;10;22;13;16;6;10;13;12;11;10;12;4;7;14
231040705000006;1;26;32;29;14;5;12;9;28;19;16;14;6;7;13
231040705000007;8;12;15;18;17;8;13;11;3;2;2;1;1;3;2
231040705000008;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231040705000009;8;17;34;36;21;13;10;7;4;3;2;3;0;0;5
231040705000010;8;6;9;6;10;3;1;12;8;9;6;7;4;3;1
231040705000011;8;14;34;26;14;7;6;11;7;11;11;7;7;4;6
231040705000012;8;9;17;21;16;11;3;12;17;24;22;16;9;8;4
231040705000013;8;21;31;22;16;12;9;3;3;4;4;2;2;1;5
231040705000014;8;10;34;20;20;17;22;8;3;3;4;4;3;3;8
231040705000015;5;11;13;13;4;3;2;5;7;8;0;2;1;0;2
231040705000016;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231040705000017;8;10;9;9;3;4;11;4;10;9;6;10;7;8;1
231040705000018;1;17;29;18;7;5;6;8;16;6;12;7;0;2;11
231040705000019;1;20;36;33;19;15;7;12;13;25;16;8;5;10;13
231040705000020;5;11;4;9;2;1;1;5;2;4;4;1;1;2;3
231040705000021;5;12;14;9;10;2;4;8;4;5;2;0;0;2;3
231040705000022;8;9;15;10;10;9;7;9;1;2;1;1;1;0;1
231040705000023;8;4;10;11;11;6;5;3;6;3;4;1;1;2;2
231050605000001;1;27;37;46;22;6;3;11;29;20;14;6;2;1;24
231050605000002;1;9;9;5;2;3;1;5;14;19;17;13;2;7;6
231050605000003;1;26;16;8;13;2;2;19;50;47;55;32;16;6;22
231050605000004;1;9;10;10;4;3;4;1;8;5;1;0;2;1;8
231050605000005;1;26;34;35;14;9;5;19;49;38;17;7;2;7;23
231050605000006;1;17;36;27;10;5;1;13;17;13;9;6;2;3;10
231050605000007;1;26;27;25;18;7;2;9;10;10;4;6;2;4;10
231050605000008;1;30;32;34;11;8;7;7;20;16;16;8;4;1;8
231050605000009;1;56;56;45;26;14;10;16;44;52;34;21;7;9;25
231050605000010;1;39;37;22;13;2;4;13;34;24;15;15;3;1;11
231050605000011;1;18;34;19;19;3;4;3;15;7;5;3;2;1;8
231050605000012;1;34;45;47;13;7;5;6;29;20;13;12;5;3;11
231050605000013;8;18;15;5;5;2;0;11;21;20;19;9;7;6;4
231050605000014;8;15;22;24;9;13;19;6;5;6;1;2;1;0;4
231050605000015;8;1;6;5;2;4;1;0;7;2;5;4;0;5;0
231050605000016;8;13;16;22;13;5;8;4;3;4;5;1;0;0;1
231050605000017;8;13;25;24;18;2;13;10;5;3;7;1;1;1;5
231050605000018;8;35;61;55;29;23;23;8;6;3;4;7;8;2;4
231050605000019;8;8;20;17;11;5;3;5;5;7;0;7;0;1;4
231050605000020;8;17;42;33;14;8;3;10;5;10;8;6;3;0;4
231050605000021;8;13;22;12;10;4;4;4;2;4;2;2;1;2;3
231050605000022;8;7;16;7;9;5;6;11;1;2;3;1;0;2;1
231050605000023;8;38;38;38;29;7;21;12;10;10;4;8;3;2;10
231050605000024;8;6;4;4;5;0;1;5;8;11;8;3;3;4;2
231050605000025;1;6;9;3;4;1;1;3;8;5;7;1;1;1;8
231050605000026;1;32;34;21;19;5;3;10;46;37;37;14;6;3;23
231050605000027;1;11;24;18;8;1;1;4;16;6;9;5;1;3;7
231050605000028;1;5;3;5;3;1;0;1;3;3;2;0;0;0;1
231050605000029;1;28;34;29;16;8;5;10;32;19;15;4;0;2;20
231050605000030;1;4;9;14;1;1;0;5;13;30;17;11;3;0;18
231050605000031;1;19;44;20;9;5;4;8;26;23;9;6;4;2;8
231050605000032;1;16;12;8;4;4;5;9;20;23;26;7;5;8;8
231050605000033;1;5;8;9;4;0;1;2;5;9;4;4;3;3;3
231050605000034;1;34;46;40;17;12;16;15;30;37;30;12;7;17;11
231050605000035;1;10;25;13;5;2;3;15;9;20;9;4;3;1;5
231050605000037;1;27;50;37;14;9;4;3;15;14;10;6;2;2;15
231050605000038;1;11;23;35;29;22;21;4;11;24;25;19;10;10;4
231050605000039;1;8;10;14;7;1;4;7;9;8;13;2;3;1;5
231050605000040;1;10;15;4;5;3;0;1;6;2;3;1;0;2;3
231050605000041;8;19;35;17;17;3;10;14;36;56;50;24;14;12;5
231050605000042;8;19;25;13;14;5;1;6;8;3;1;1;0;2;3
231050605000043;8;12;17;10;11;12;8;1;2;5;1;2;3;1;2
231050605000044;8;50;79;60;35;19;48;16;10;13;1;7;4;3;5
231050607000001;1;24;44;36;21;8;11;15;30;20;17;11;3;3;17
231050607000002;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231050607000003;8;X;X;X;X;X;X;X;X;X;X;X;X;X;X
231050610000001;1;30;35;26;14;8;4;20;28;23;20;9;6;5;16
231050610000002;1;19;24;36;6;4;2;6;10;16;6;8;2;1;10
231050610000003;1;26;41;16;17;3;1;13;21;28;15;9;5;5;12
231050610000004;8;5;12;17;7;3;2;4;4;4;0;3;0;3;1
231050610000005;8;23;33;20;15;5;6;9;5;10;8;4;3;4;4
231050610000006;8;12;17;18;10;5;7;3;7;3;1;0;1;0;2
231050610000007;5;3;4;3;6;2;1;2;3;0;0;1;0;0;2
231050610000008;1;32;32;24;13;4;2;6;38;19;11;10;5;0;13
231050610000009;1;18;22;12;3;2;0;21;63;66;42;25;7;7;19
231050610000010;1;24;33;22;11;8;8;14;59;55;58;33;22;26;11
231050610000011;8;20;33;23;19;11;10;20;19;43;33;17;8;11;5
231050610000012;8;10;13;23;15;5;14;4;3;8;4;4;2;4;2
231050615000001;1;32;39;27;14;7;9;11;18;13;13;3;2;4;14
231050615000002;8;17;23;15;7;3;4;20;10;11;10;5;1;1;1
231050615000003;8;9;12;8;9;0;4;6;10;9;15;9;12;7;3
231050615000004;8;31;47;32;23;14;15;16;8;4;1;1;0;3;6
231050615000005;8;10;12;11;9;4;8;7;5;4;6;5;2;2;1
231050615000006;1;41;58;28;12;8;5;29;48;46;45;27;14;5;23
231050615000007;1;8;4;8;4;1;0;7;5;10;2;1;0;0;4
231050620000001;1;6;10;6;6;5;3;3;2;0;1;2;0;0;1
231050620000002;8;1;3;1;3;3;3;1;1;3;2;0;0;0;2
231050620000003;8;6;8;4;2;1;1;2;7;6;5;4;2;1;2
231050620000004;8;3;8;9;3;5;5;7;11;13;11;7;5;5;2
231050620000005;8;28;59;48;36;18;18;16;16;11;7;4;1;5;13
231050620000006;8;12;13;16;6;4;2;12;11;23;11;17;6;13;4
