,Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V081,V082,V083,V084,V085,V086,V087,qtdM,qtdH,Predominancia
2228,230440070100714,1,25,44,37,20,13,7,16,17,16,12,11,3,5,6,70,162,Homem
2229,230440070100715,1,29,41,32,24,9,6,9,12,17,10,8,2,5,4,58,150,Homem
2230,230440070100716,1,30,47,48,23,14,9,29,17,15,17,12,2,4,4,71,200,Homem
2231,230440070140001,1,8,16,15,7,4,5,3,24,28,25,18,8,3,7,113,58,Mulher
2232,230440070140002,1,11,21,25,15,6,5,4,26,25,19,10,4,5,7,96,87,Mulher
2233,230440070140003,1,23,48,30,13,7,4,5,20,26,20,7,2,4,15,94,130,Homem
2234,230440070140004,1,15,28,29,20,11,5,4,15,23,24,15,3,4,4,88,112,Homem
2235,230440070140005,1,36,59,47,28,14,5,6,34,30,19,8,3,6,15,115,195,Homem
2236,230440070140006,1,47,45,49,12,11,5,26,46,42,30,20,7,1,20,166,195,Homem
2237,230440070140007,1,13,27,31,14,4,4,3,20,25,11,5,3,3,6,73,96,Homem
2238,230440070140008,1,18,23,28,21,4,2,6,22,24,15,12,2,2,12,89,102,Homem
2239,230440070140009,1,11,26,30,15,3,2,2,24,23,15,18,2,1,9,92,89,Mulher
2240,230440070140010,1,15,31,32,11,5,3,7,31,25,19,9,4,2,7,97,104,Homem
2241,230440070140011,1,15,37,28,14,4,2,10,19,31,15,9,5,2,11,92,110,Homem
2242,230440070140012,1,44,45,59,24,14,11,28,52,34,24,13,8,8,17,156,225,Homem
2243,230440070140013,1,25,37,31,20,3,7,10,9,14,13,7,3,6,9,61,133,Homem
2244,230440070140014,1,17,29,20,8,7,4,8,32,46,43,31,9,5,7,173,93,Mulher
2245,230440070140015,1,30,41,52,26,6,11,8,37,22,26,10,4,8,7,114,174,Homem
2246,230440070140016,1,42,58,34,28,9,7,23,29,34,34,11,11,7,7,133,201,Homem
2247,230440070140017,1,42,68,62,25,11,12,13,44,26,34,21,3,2,10,140,233,Homem
2248,230440070140018,1,20,21,21,9,1,3,6,18,12,11,3,11,2,8,65,81,Homem
2249,230440070140019,1,23,36,39,21,4,5,9,18,23,16,11,6,3,6,83,137,Homem
2250,230440070140020,1,26,33,28,16,3,4,17,22,23,15,9,3,3,8,83,127,Homem
2251,230440070140021,1,30,35,24,17,6,7,13,36,60,51,40,17,11,17,232,132,Mulher
2252,230440070140022,1,42,56,37,25,6,8,15,34,38,22,18,11,3,19,145,189,Homem
2253,230440070140023,1,39,55,43,20,4,4,29,22,22,12,10,9,2,14,91,194,Homem
2254,230440070140024,1,40,81,68,39,12,4,20,24,29,23,16,9,7,13,121,264,Homem
2255,230440070140025,1,32,48,44,19,10,13,22,21,22,15,11,9,5,12,95,188,Homem
2256,230440070140026,1,21,35,47,25,13,6,20,24,36,26,13,4,4,10,117,167,Homem
2257,230440070140027,1,15,14,13,10,3,2,12,27,50,42,25,12,15,9,180,69,Mulher
2258,230440070140028,1,31,48,46,20,11,10,16,28,28,25,13,7,4,12,117,182,Homem
2259,230440070140029,1,8,13,18,12,5,4,19,39,44,51,26,15,10,7,192,79,Mulher
2260,230440070140263,1,21,30,30,15,10,3,8,22,13,16,10,6,4,12,83,117,Homem
2261,230440070140264,1,29,48,50,21,10,8,11,19,29,28,11,5,6,10,108,177,Homem
2262,230440070140265,1,19,41,36,14,4,9,13,17,27,21,14,6,15,7,107,136,Homem
2263,230440070140266,1,22,20,32,21,6,3,4,21,17,22,7,4,4,5,80,108,Homem
2264,230440070140267,1,15,26,26,20,7,7,3,22,33,29,5,2,7,7,105,104,Mulher
2265,230440070140268,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2266,230440070140269,1,19,41,32,20,4,3,4,21,20,25,9,4,6,8,93,123,Homem
2267,230440070140270,1,38,56,63,37,14,7,13,22,33,20,9,6,12,8,110,228,Homem
2268,230440070140271,1,18,29,34,12,5,3,7,18,30,14,10,6,1,9,88,108,Homem
2269,230440070140272,1,67,53,69,22,6,9,30,80,76,45,24,7,12,29,273,256,Mulher
2270,230440070140273,1,43,38,43,16,8,6,16,31,31,25,13,9,7,13,129,170,Homem
2271,230440070140274,1,30,20,28,15,4,5,19,50,65,58,28,12,19,16,248,121,Mulher
2272,230440070140275,1,6,22,13,12,2,4,5,16,7,10,3,2,2,5,45,64,Homem
2273,230440070140276,1,34,58,72,25,11,6,19,31,34,16,19,11,11,17,139,225,Homem
2274,230440070140277,1,24,30,31,11,5,1,12,23,34,19,8,5,1,21,111,114,Homem
2275,230440070140278,1,23,30,29,18,4,2,14,52,40,20,4,4,3,20,143,120,Mulher
2276,230440070140279,1,22,30,32,21,6,7,10,17,26,13,10,3,1,13,83,128,Homem
2277,230440070140280,1,26,55,70,29,11,10,30,45,68,46,25,12,10,19,225,231,Homem
2278,230440070140281,1,14,8,9,5,1,2,8,13,9,11,6,2,3,5,49,47,Mulher
2279,230440070140282,1,9,25,22,13,5,3,10,17,24,10,9,1,2,4,67,87,Homem
2280,230440070140283,1,28,50,28,13,5,4,7,40,31,24,12,9,8,20,144,135,Mulher
2281,230440070140284,1,22,27,24,12,3,7,13,34,29,27,22,10,5,11,138,108,Mulher
2282,230440070140285,1,34,30,16,14,4,9,13,19,24,20,12,3,3,7,88,120,Homem
2283,230440070140286,1,38,41,37,17,13,4,16,20,23,20,21,5,6,13,108,166,Homem
2284,230440070140287,1,17,32,27,19,3,8,3,17,24,9,12,6,6,10,84,109,Homem
2285,230440070140288,1,30,48,48,27,6,8,9,23,22,23,11,10,5,10,104,176,Homem
2286,230440070140289,1,18,40,18,23,9,5,14,29,34,25,12,4,12,17,133,127,Mulher
2287,230440070140290,1,23,42,41,19,11,9,7,14,30,18,9,11,9,11,102,152,Homem
2288,230440070140291,1,21,32,37,32,3,6,10,40,57,41,21,8,9,11,187,141,Mulher
2289,230440070140292,1,19,29,13,5,1,2,12,48,70,50,24,4,6,12,214,81,Mulher
2290,230440070140293,1,12,25,20,9,5,5,8,12,13,8,6,5,2,10,56,84,Homem
2291,230440070140294,1,21,42,47,9,6,6,9,26,26,19,7,6,7,11,102,140,Homem
2292,230440070140295,1,26,34,24,11,4,0,9,35,32,13,6,1,1,11,99,108,Homem
2293,230440070140296,1,46,35,35,8,12,3,15,25,25,29,10,10,5,16,120,154,Homem
2294,230440070140297,1,28,18,13,6,1,0,22,82,51,25,9,2,2,33,204,88,Mulher
2295,230440070140298,1,34,48,58,31,10,5,11,48,51,58,24,14,11,16,222,197,Mulher
2296,230440070140299,1,6,10,4,5,0,1,17,12,17,15,6,7,4,3,64,43,Mulher
2297,230440070140300,1,28,57,26,9,3,2,4,20,36,12,7,2,1,4,82,129,Homem
2298,230440070140301,1,7,10,8,3,5,3,4,12,10,15,10,6,2,3,58,40,Mulher
2299,230440070140302,1,47,56,60,37,7,2,12,23,23,13,5,2,3,7,76,221,Homem
2300,230440070140303,1,14,34,35,16,5,3,5,10,11,13,9,5,0,5,53,112,Homem
2301,230440070140304,1,7,21,20,5,3,4,11,11,12,13,9,1,4,9,59,71,Homem
2302,230440070140305,1,7,9,7,0,0,1,13,18,17,16,4,1,1,5,62,37,Mulher
2303,230440070140306,1,14,33,43,19,6,3,7,12,17,9,5,0,4,10,57,125,Homem
2304,230440070140307,1,16,12,9,6,3,3,9,15,26,16,14,6,13,9,99,58,Mulher
2305,230440070140308,1,14,27,20,12,3,5,11,18,40,38,18,4,8,6,132,92,Mulher
2306,230440070140309,1,15,29,20,8,9,3,13,12,26,23,11,7,6,7,92,97,Homem
2307,230440070140310,1,18,29,20,13,2,4,9,45,35,34,21,5,5,9,154,95,Mulher
2308,230440070140311,1,54,63,50,23,12,8,20,39,38,38,22,13,15,21,186,230,Homem
2309,230440070140312,1,36,35,26,27,6,2,8,27,24,26,15,7,7,11,117,140,Homem
2310,230440070140313,1,30,41,56,24,7,5,7,30,18,16,12,4,6,7,93,170,Homem
2311,230440070140314,1,10,5,13,10,6,1,5,16,14,17,6,3,4,6,66,50,Mulher
2312,230440070140315,1,30,41,36,23,8,8,19,41,41,48,29,12,12,9,192,165,Mulher
2313,230440070140316,1,11,14,24,10,7,1,2,6,7,5,4,2,0,3,27,69,Homem
2314,230440070140317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mulher
2315,230440070140318,1,4,15,8,6,3,2,4,13,15,18,7,6,4,6,69,42,Mulher
2316,230440070140319,1,11,21,13,13,5,0,9,10,10,11,8,6,6,4,55,72,Homem
2317,230440070140320,1,4,3,9,7,2,3,6,9,15,7,12,4,6,1,54,34,Mulher
2318,230440070140321,1,9,9,7,2,3,1,4,10,18,20,11,13,6,6,84,35,Mulher
2319,230440070140322,1,25,67,53,22,4,10,13,28,26,12,4,2,7,5,84,194,Homem
2320,230440070140323,1,6,13,9,5,4,6,2,6,10,7,6,0,3,4,36,45,Homem
2321,230440070140324,1,9,32,28,23,6,11,5,16,11,12,9,5,4,5,62,114,Homem
2322,230440070140325,1,12,31,52,24,7,5,3,25,17,18,9,4,5,9,87,134,Homem
2323,230440070140326,1,29,49,48,21,8,6,5,24,19,21,11,2,4,12,93,166,Homem
2324,230440070140327,1,17,39,50,15,3,6,6,25,42,35,18,4,3,11,138,136,Mulher
2325,230440070140328,1,21,34,63,15,8,3,2,23,22,14,5,1,2,3,70,146,Homem
2326,230440070140329,1,16,29,35,25,8,3,1,20,33,18,12,4,4,7,98,117,Homem
2327,230440070140330,1,20,42,48,24,3,4,4,10,16,15,6,3,2,6,58,145,Homem
2328,230440070140331,1,4,22,23,22,7,7,9,14,12,9,3,1,2,1,42,94,Homem
2329,230440070140332,1,2,3,5,4,1,4,2,12,13,14,2,4,3,4,52,21,Mulher
2330,230440070140333,1,5,14,13,5,2,0,1,13,17,8,5,5,2,6,56,40,Mulher
2331,230440070140334,1,7,12,11,2,2,4,6,12,32,22,25,8,13,7,119,44,Mulher
2332,230440070140335,1,9,9,15,15,7,8,8,8,8,17,12,3,6,2,56,71,Homem
2333,230440070140336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,230440070140337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,230440070140338,1,12,70,175,60,6,19,5,16,44,60,39,7,6,3,175,347,Homem
2336,230440070140339,1,49,80,100,119,45,9,24,39,69,74,66,22,6,15,291,426,Homem
2337,230440070140340,1,16,26,18,9,4,5,9,18,18,22,16,7,8,4,93,87,Mulher
2338,230440070140341,1,23,56,37,22,14,4,3,26,34,23,15,7,11,3,119,159,Homem
2339,230440070140342,1,37,59,56,21,12,6,19,32,25,27,21,7,4,9,125,210,Homem
2340,230440070140343,1,36,90,66,40,23,11,27,54,68,55,39,13,10,20,259,293,Homem
2341,230440070140344,1,11,29,23,17,5,9,6,35,44,54,25,6,9,8,181,100,Mulher
2342,230440070140345,1,18,31,34,17,11,6,4,12,18,11,6,6,5,3,61,121,Homem
2343,230440070140346,1,10,9,13,2,3,2,3,31,25,30,11,9,9,5,120,42,Mulher
2344,230440070140347,1,23,30,26,14,6,3,14,27,30,17,15,7,5,15,116,116,Mulher
2345,230440070140348,1,21,34,18,1,1,0,2,26,16,16,3,2,0,10,73,77,Homem
2346,230440070140349,1,27,39,42,16,1,6,7,16,14,11,2,1,3,13,60,138,Homem
2347,230440070140350,1,40,62,60,30,5,5,23,24,19,14,8,3,3,17,88,225,Homem
2348,230440070140351,1,20,16,11,9,3,0,16,33,32,26,16,2,3,4,116,75,Mulher
2349,230440070140352,1,27,31,34,20,9,7,11,36,40,38,26,10,12,14,176,139,Mulher
2350,230440070140353,1,20,21,20,12,3,1,9,10,17,11,4,2,4,12,60,86,Homem
2351,230440070140354,1,25,31,41,12,5,3,23,38,21,26,4,2,3,18,112,140,Homem
2352,230440070140355,1,8,16,12,7,3,13,10,7,6,6,5,3,1,3,31,69,Homem
2353,230440070140356,1,38,72,47,28,13,7,19,42,39,23,14,7,7,10,142,224,Homem
2354,230440070140357,1,14,23,32,21,7,7,12,51,45,36,26,10,3,11,182,116,Mulher
2355,230440070140358,1,68,65,34,13,0,1,25,36,20,16,5,1,0,27,105,206,Homem
2356,230440070140359,1,31,51,51,23,8,7,5,25,26,19,14,7,6,17,114,176,Homem
2357,230440070140360,1,53,89,59,33,12,5,13,65,98,72,35,16,6,16,308,264,Mulher
2358,230440070140361,1,16,31,42,26,11,4,10,29,30,19,8,8,5,7,106,140,Homem
2359,230440070140362,1,40,57,34,21,3,7,14,35,29,21,9,3,5,17,119,176,Homem
2360,230440070140363,1,46,54,52,16,7,6,22,28,17,14,9,4,3,14,89,203,Homem
2361,230440070140364,1,19,37,23,22,7,4,6,18,19,21,16,6,4,11,95,118,Homem
2362,230440070140365,1,45,52,40,22,12,5,18,28,10,13,7,3,4,8,73,194,Homem
2363,230440070140366,1,23,28,20,15,6,2,10,15,28,29,13,6,5,3,99,104,Homem
2364,230440070140367,1,35,46,30,11,7,6,24,37,41,20,13,1,3,19,134,159,Homem
2365,230440070140368,1,19,44,24,15,7,2,20,47,44,37,23,3,2,21,177,131,Mulher
2366,230440070140369,1,21,36,23,17,9,2,21,39,31,33,12,4,2,21,142,129,Mulher
2367,230440070140371,1,23,33,37,35,9,9,16,20,15,11,7,3,3,10,69,162,Homem
2368,230440070140372,1,11,19,23,17,7,4,16,21,18,14,9,2,3,8,75,97,Homem
2369,230440070140373,1,6,7,9,6,3,4,3,4,4,5,5,2,2,1,23,38,Homem
2370,230440070140374,1,15,17,21,11,7,9,10,19,26,14,20,14,10,6,109,90,Mulher
2371,230440070140375,1,17,47,63,52,16,5,11,20,31,37,21,8,8,3,128,211,Homem
2372,230440070140376,1,27,29,28,24,11,6,20,22,29,28,17,8,16,9,129,145,Homem
2373,230440070140377,1,23,28,32,15,5,8,6,26,21,18,14,3,2,11,95,117,Homem
2374,230440070140378,1,21,33,43,19,13,6,12,40,28,17,13,10,2,12,122,147,Homem
2375,230440070140379,1,29,42,42,22,7,3,17,35,24,14,10,4,11,18,116,162,Homem
2376,230440070140380,1,29,23,36,20,5,7,12,25,19,17,4,10,8,11,94,132,Homem
2377,230440070140381,1,30,43,34,15,6,7,10,32,33,17,9,3,6,16,116,145,Homem
2378,230440070140382,1,20,28,29,15,3,4,9,23,22,25,7,7,3,8,95,108,Homem
2379,230440070140383,1,25,39,33,22,12,6,12,31,33,28,10,3,9,16,130,149,Homem
2380,230440070140384,1,22,18,16,10,4,7,10,23,36,30,19,10,11,14,143,87,Mulher
2381,230440070140385,1,29,55,25,18,7,1,13,26,25,19,17,2,6,11,106,148,Homem
2382,230440070140386,1,25,20,14,9,6,3,14,47,52,43,19,11,11,16,199,91,Mulher
2383,230440070140387,1,18,35,32,16,3,7,11,23,27,27,9,10,5,11,112,122,Homem
2384,230440070140388,1,24,28,40,15,4,5,7,28,30,26,16,6,7,14,127,123,Mulher
2385,230440070140389,1,31,34,49,18,10,4,12,27,28,27,9,8,5,13,117,158,Homem
2386,230440070140390,1,25,28,28,14,4,4,6,33,27,24,13,2,3,17,119,109,Mulher
2387,230440070140391,1,31,40,28,20,7,5,12,26,18,14,6,6,5,14,89,143,Homem
2388,230440070140392,1,18,42,41,22,5,7,13,52,52,38,22,8,14,21,207,148,Mulher
2389,230440070140393,1,35,51,64,27,7,15,10,49,57,28,27,9,15,23,208,209,Homem
2390,230440070140394,1,21,44,34,23,10,11,8,34,29,18,10,7,7,19,124,151,Homem
2391,230440070140395,1,7,14,17,12,4,4,5,39,31,26,13,6,10,8,133,63,Mulher
2392,230440070140396,1,36,69,43,30,10,9,12,39,55,43,27,11,11,12,198,209,Homem
2393,230440070140397,1,48,59,43,31,11,4,10,50,56,57,33,5,10,25,236,206,Mulher
2394,230440070140398,1,21,36,40,16,14,4,10,47,54,40,18,11,9,16,195,141,Mulher
2395,230440070140399,1,41,44,31,23,13,9,54,80,101,100,52,21,24,20,398,215,Mulher
2396,230440070140400,1,33,26,23,15,6,6,19,34,44,42,26,12,7,11,176,128,Mulher
2397,230440070140401,1,21,28,23,21,13,7,6,19,18,19,16,4,6,6,88,119,Homem
2398,230440070140402,1,22,31,35,20,6,4,14,14,14,14,3,3,4,5,57,132,Homem
2399,230440070140403,1,42,29,23,17,5,3,42,23,17,17,15,9,7,9,97,161,Homem
2400,230440070140404,1,30,41,40,25,14,6,13,22,16,13,4,5,6,9,75,169,Homem
2401,230440070140405,1,35,46,43,18,14,7,13,31,28,25,13,4,7,6,114,176,Homem
2402,230440070140406,1,27,48,46,16,5,0,8,22,28,15,4,2,1,9,81,150,Homem
2403,230440070140407,1,40,59,42,17,3,3,15,30,37,21,8,3,1,20,120,179,Homem
2404,230440070140408,1,19,37,18,9,2,0,12,23,22,14,5,0,0,18,82,97,Homem
2405,230440070140409,1,34,44,41,12,1,2,23,38,45,22,7,0,1,25,138,157,Homem
2406,230440070140410,1,28,52,38,19,2,0,19,56,38,21,10,0,1,16,142,158,Homem
2407,230440070140411,1,21,32,30,13,6,4,6,27,22,21,8,2,6,10,96,112,Homem
2408,230440070140412,1,36,53,36,23,8,7,24,24,33,15,17,3,6,18,116,187,Homem
2409,230440070140413,1,25,57,42,29,13,9,7,33,26,8,11,2,4,2,86,182,Homem
2410,230440070140414,1,15,25,33,18,10,5,8,24,20,17,11,2,10,5,89,114,Homem
2411,230440070140415,1,47,80,87,41,22,9,27,18,23,17,7,5,9,21,100,313,Homem
2412,230440070140416,1,25,26,19,22,11,5,18,40,37,25,14,4,8,13,141,126,Mulher
2413,230440070140417,1,22,30,33,17,8,5,10,20,26,10,9,7,6,5,83,125,Homem
2414,230440070140418,1,16,32,38,14,8,2,9,6,12,10,9,1,1,7,46,119,Homem
2415,230440070140419,1,10,22,23,17,4,10,4,14,21,26,16,8,3,4,92,90,Mulher
2416,230440070140420,1,27,35,32,28,14,7,19,20,40,27,21,15,7,8,138,162,Homem
2417,230440070140421,1,46,52,53,37,21,14,25,21,28,30,12,11,6,10,118,248,Homem
2418,230440070140422,1,23,44,31,15,8,8,13,19,22,16,6,3,7,6,79,142,Homem
2419,230440070140423,1,36,45,43,13,4,11,9,13,26,24,5,3,4,10,85,161,Homem
2420,230440070140424,1,23,42,29,18,5,4,18,15,20,21,9,5,4,12,86,139,Homem
2421,230440070140425,1,20,27,28,3,5,3,13,29,32,38,15,2,1,18,135,99,Mulher
2422,230440070140426,1,3,6,5,1,0,1,9,45,31,46,27,11,9,18,187,25,Mulher
2423,230440070140427,1,23,37,39,23,11,8,13,45,65,57,29,4,4,13,217,154,Mulher
2424,230440070140428,1,55,103,84,48,11,12,20,34,27,30,13,5,4,22,135,333,Homem
2425,230440070140429,1,15,20,25,19,10,2,9,25,22,16,9,4,6,6,88,100,Homem
2426,230440070140430,1,29,43,43,18,6,6,22,17,30,18,17,7,5,6,100,167,Homem
2427,230440070140431,1,18,41,40,22,7,8,8,17,27,27,19,11,8,5,114,144,Homem
2428,230440070140432,1,31,51,56,31,9,12,8,24,29,27,11,8,4,9,112,198,Homem
2429,230440070140433,1,25,66,66,37,8,13,27,51,54,60,31,16,3,20,235,242,Homem
2430,230440070140434,1,16,41,35,16,5,4,7,10,29,16,8,4,5,4,76,124,Homem
2431,230440070140435,1,38,60,69,18,10,5,21,31,45,18,9,3,1,28,135,221,Homem
2432,230440070140436,1,18,17,20,19,9,9,7,18,15,15,12,5,8,3,76,99,Homem
2433,230440070140437,1,16,21,42,21,8,9,20,37,36,25,23,4,2,9,136,137,Homem
2434,230440070140438,1,28,33,31,16,10,8,7,23,24,18,17,8,9,5,104,133,Homem
2435,230440070140439,1,36,65,52,38,8,16,21,40,43,36,28,15,11,12,185,236,Homem
2436,230440070140440,1,37,72,62,28,17,13,16,32,46,34,24,8,9,13,166,245,Homem
2437,230440070140441,1,43,46,39,25,9,11,19,32,41,40,15,14,9,16,167,192,Homem
2438,230440070140442,1,13,20,23,9,2,1,8,21,16,17,5,4,3,7,73,76,Homem
2439,230440070140443,1,8,14,12,13,3,0,3,9,9,11,6,9,8,1,53,53,Mulher
2440,230440070140444,1,31,48,80,32,10,11,5,36,49,36,18,7,1,12,159,217,Homem
2441,230440070140445,1,33,58,54,23,13,7,8,37,40,25,9,4,5,13,133,196,Homem
2442,230440070140446,1,17,25,26,8,4,3,16,12,12,6,9,1,2,17,59,99,Homem
2443,230440070140447,1,25,34,22,18,3,0,10,12,18,13,4,4,3,1,55,112,Homem
2444,230440070140448,1,5,14,11,4,1,0,2,15,16,19,13,5,5,5,78,37,Mulher
2445,230440070140449,1,19,15,15,16,6,6,16,24,62,43,23,18,13,7,190,93,Mulher
2446,230440070140450,1,16,14,13,4,4,3,7,20,31,21,15,9,11,0,107,61,Mulher
2447,230440070140451,1,8,10,10,3,1,0,5,13,9,4,3,2,3,1,35,37,Homem
2448,230440070140452,1,8,10,20,11,6,3,7,9,6,6,2,2,2,4,31,65,Homem
2449,230440070140453,1,47,46,58,22,10,5,4,19,11,16,13,0,9,8,76,192,Homem
2450,230440070140454,1,7,8,13,7,2,5,9,19,38,26,24,10,6,2,125,51,Mulher
2451,230440070140455,1,28,35,38,18,12,12,13,17,15,14,11,5,6,7,75,156,Homem
2452,230440070140456,1,21,18,22,16,6,5,8,11,20,20,14,4,5,7,81,96,Homem
2453,230440070140457,1,18,34,40,18,8,6,9,10,12,9,3,0,6,3,43,133,Homem
2454,230440070140458,1,32,42,33,27,16,3,21,14,18,13,8,5,2,12,72,174,Homem
2455,230440070140459,1,17,36,29,21,11,4,10,19,27,19,8,4,6,7,90,128,Homem
2456,230440070140460,1,30,30,33,14,8,8,13,15,20,17,4,4,4,9,73,136,Homem
2457,230440070140461,1,25,40,40,25,14,6,12,23,28,20,8,6,5,6,96,162,Homem
2458,230440070140462,1,20,33,23,16,7,3,13,31,34,37,20,3,9,13,147,115,Mulher
2459,230440070140463,1,12,27,21,14,4,4,16,15,30,28,17,8,8,9,115,98,Mulher
2460,230440070140464,1,7,11,21,12,7,4,8,13,15,10,4,3,1,4,50,70,Homem
2461,230440070140465,1,24,39,33,22,2,7,5,22,16,26,7,4,5,7,87,132,Homem
2462,230440070140466,1,33,38,36,19,5,7,22,26,12,12,9,4,3,21,87,160,Homem
2463,230440070140467,1,34,57,46,23,13,9,5,14,16,22,7,3,2,6,70,187,Homem
2464,230440070140468,1,22,38,38,21,12,12,9,23,24,19,11,9,6,4,96,152,Homem
2465,230440070140469,1,20,29,24,18,7,7,11,11,13,12,7,6,5,11,65,116,Homem
2466,230440070140552,1,42,64,50,20,5,6,13,42,36,12,12,2,6,9,119,200,Homem
2467,230440070140553,1,22,36,33,15,5,4,11,12,21,14,11,8,6,4,76,126,Homem
2468,230440070140554,1,39,55,45,21,5,6,16,28,22,22,9,4,4,12,101,187,Homem
2469,230440070140555,1,14,17,20,11,1,1,17,30,42,40,21,9,6,6,154,81,Mulher
2470,230440070140556,1,34,54,55,32,11,9,13,41,59,38,27,8,7,12,192,208,Homem
2471,230440070140557,1,34,44,38,32,11,16,11,23,30,22,10,11,5,7,108,186,Homem
2472,230440070140558,1,27,33,33,28,14,12,18,17,21,19,14,11,13,2,97,165,Homem
2473,230440070140559,1,23,48,51,23,8,15,20,22,25,21,14,8,8,2,100,188,Homem
2474,230440070140560,1,10,29,20,5,2,6,6,12,18,14,12,2,1,11,70,78,Homem
2475,230440070140561,1,15,46,31,14,8,4,11,18,27,17,10,2,5,11,90,129,Homem
2476,230440070140562,1,29,20,24,9,6,2,12,34,40,50,16,11,12,7,170,102,Mulher
2477,230440070140563,1,23,47,65,30,6,5,11,21,26,17,13,4,4,8,93,187,Homem
2478,230440070140564,1,26,45,48,26,6,4,13,27,32,21,16,7,3,11,117,168,Homem
2479,230440070140565,1,22,41,51,16,8,5,10,37,30,15,11,8,4,17,122,153,Homem
2480,230440070140566,1,8,29,31,15,7,5,7,27,51,33,20,9,7,8,155,102,Mulher
2481,230440070140567,1,18,42,43,16,10,5,7,15,18,14,9,5,1,6,68,141,Homem
2482,230440070140568,1,24,19,9,2,2,0,11,52,55,43,16,7,4,14,191,67,Mulher
2483,230440070140569,1,17,23,25,6,6,3,9,19,29,22,10,4,4,6,94,89,Mulher
2484,230440070140570,1,27,33,23,10,3,2,11,29,24,12,3,3,0,10,81,109,Homem
2485,230440070140571,1,83,69,22,4,1,0,14,68,62,21,5,1,1,29,187,193,Homem
2486,230440070140572,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2487,230440070140573,1,19,27,17,11,2,0,13,24,20,16,2,1,0,10,73,89,Homem
2488,230440070140574,1,32,34,41,30,6,6,13,20,23,16,6,3,5,7,80,162,Homem
2489,230440070140575,1,21,33,41,21,8,4,14,21,20,19,8,6,1,12,87,142,Homem
2490,230440070140576,1,32,37,33,22,11,6,7,23,18,14,11,4,0,11,81,148,Homem
2491,230440070140577,1,17,33,37,25,7,3,11,26,38,30,13,5,4,13,129,133,Homem
2492,230440070140578,1,34,48,70,25,7,6,18,42,40,29,4,3,1,18,137,208,Homem
2493,230440070140579,1,12,16,12,5,1,4,13,38,52,51,34,16,13,11,215,63,Mulher
2494,230440070140580,1,25,39,29,14,1,2,13,19,13,13,4,2,0,11,62,123,Homem
2495,230440070140581,1,8,20,5,5,0,2,5,18,25,14,13,5,0,6,81,45,Mulher
2496,230440070140582,1,37,50,51,34,8,10,15,29,34,28,14,3,7,11,126,205,Homem
2497,230440070140583,1,76,52,27,12,2,1,20,20,13,7,2,0,1,26,69,190,Homem
2498,230440070140584,1,20,46,40,13,7,1,12,33,34,21,11,2,6,18,125,139,Homem
2499,230440070140585,1,33,65,51,28,12,6,7,25,26,28,12,4,9,12,116,202,Homem
2500,230440070140586,1,38,42,44,29,7,11,11,19,23,15,7,5,2,17,88,182,Homem
2501,230440070140587,1,32,26,18,14,5,2,49,42,27,22,14,12,6,28,151,146,Mulher
2502,230440070140588,1,15,31,21,13,7,3,17,22,17,20,5,2,2,14,82,107,Homem
2503,230440070140589,1,23,24,23,7,1,1,25,35,53,33,10,4,2,8,145,104,Mulher
2504,230440070140590,1,25,28,39,22,6,2,5,15,21,12,6,3,3,3,63,127,Homem
2505,230440070140591,1,64,35,14,5,0,0,20,27,13,7,3,1,0,25,76,138,Homem
2506,230440070140592,1,39,40,36,22,5,3,28,12,17,6,7,0,4,11,57,173,Homem
2507,230440070140593,1,34,34,34,23,16,5,21,16,36,25,23,8,9,31,148,167,Homem
2508,230440070140594,1,8,20,18,9,7,2,3,25,22,10,9,6,10,8,90,67,Mulher
2509,230440070140595,1,10,16,13,7,4,4,9,11,16,11,11,5,4,6,64,63,Mulher
2510,230440070140596,1,18,32,34,14,4,2,6,19,24,15,3,1,6,5,73,110,Homem
2511,230440070140597,1,17,21,27,19,7,0,7,14,15,13,9,3,1,10,65,98,Homem
2512,230440070140598,1,22,29,25,19,7,0,16,30,46,39,21,11,6,6,159,118,Mulher
2513,230440070140599,1,35,46,46,35,16,17,16,27,24,27,11,8,2,11,110,211,Homem
2514,230440070140600,1,45,51,40,18,2,2,13,20,19,12,0,0,0,3,54,171,Homem
2515,230440070140601,1,34,46,35,8,1,3,8,12,21,10,7,2,0,8,60,135,Homem
2516,230440070140602,1,15,19,28,17,3,0,3,16,20,9,5,1,2,5,58,85,Homem
2517,230440070140603,1,33,39,22,3,1,0,23,34,23,12,7,1,0,17,94,121,Homem
2518,230440070140604,1,23,50,54,22,8,8,14,78,51,29,15,11,14,13,211,179,Mulher
2519,230440070140605,1,33,54,38,13,16,8,32,44,33,25,12,4,3,17,138,194,Homem
2520,230440070140606,1,54,80,52,22,8,4,12,21,24,7,7,1,2,18,80,232,Homem
